,AS OF MARCH 2025,,,,,,,,,,,,,,,,,,,
Item No.,Accession No. old,Author,Title,Subtitle,Edition,Publication,Place of Publication,Page,Dimension,Subject,Added Entry Author,Call No.,Copyright date,Remarks,ISBN,No. of Copies,MB Bar code no.,Donated by,Location,Status
282,,Mauro F. Guillen,The Limits of Convergence,"Globalization and Organizational Change in Aregntina,S.Korea,& Spain",2nd,Princeton University Press,United States of America,282,24 cm,Convergence,,CIR HD 70 A64G84 2001,2001,,0-691-05705-2,,MAR-D-CIR-000197,,CIRCULATION,ON-SHELF
320,,John E. Rehfeld,Alchemy of a Leader,Combining Western and Japanese Management Skills to Transform your Company,,John Wiley & Sons Inc.,United States of America,249,23 cm,Management Skills,,CIR HD 70 U5R45 1994,1994,,,,MAR-D-CIR-000198,Asia Foundation,CIRCULATION,ON-SHELF
80,,William L. Cats-Baril,Information Technology and Management,,,Irwin Book Team,United States of America,512,25 cm,IT and Management,Ronald L.Thompson,CIR HD 302 C42 1997,1997,,0-256-17618-3,,MAR-D-CIR-000199,,CIRCULATION,ON-SHELF
321,9,Marcus Buckingham,The One Thing You Need to Know,"About Great Managing, Great Leading, and Sustained Individual Success",,Free Press,United States of America,288,23 cm,Great Managing,,CIR HD 382 O64 2005,2005,,0-7432-6165-8,,MAR-D-CIR-000200,,CIRCULATION,ON-SHELF
306,,Warren Bennis,Reinventing Leadership,Strategies to Empower the Organization,1st,William Marrow and Company,United States of America,187,21 cm,Reinventing Leadership,Robert Townsend,CIR HD 577 B465 1995,1995,,0-688-12670-7,,MAR-D-CIR-000201,,CIRCULATION,ON-SHELF
494,,William D. Bygrave,The Portable MBA in Entrepreneurship,,,John Wiley & Sons Inc,United States of America,483,25 cm,Entrepreneurship,Andrew Zacharakis,CIR HD 625 B94 2004,2004,"Black and White Text and Illustration, Hardbound, Includes Notes, About Author, Glossary and Index",0-471-27154-3,,MAR-D-CIR-000202,MT. Mainam Lodge #49,CIRCULATION,ON-SHELF
322,,Jessica Livingston,Founders at Work,Stories of Startups Early Days,,Free Press,United States of America,466,23 cm,New Business Enterprises,,CIR HD 625 J47 2008,2008,,978-1-4302-1078-8,,MAR-D-CIR-000203,,CIRCULATION,ON-SHELF
285,,Colin Barrow,The Complete Small Business Guide,A Sourcebook for New and Small Businesses,8th,John Wiley & Sons Inc.,United States of America,463,24 cm,Small Business,,CIR HD 627 B37 2006,2006,,978-1-84112-686-9,,MAR-D-CIR-000204,,CIRCULATION,ON-SHELF
215,2015-12193,Carlos W. Moore,Managing Small Business,,2nd,Hiyas Press Inc.,"Manila,Philippines",732,25 cm,Business,"J. William Petty ,Leslie E. Palich, Justin Longenecker",CIR HD 627 M36 2012 c.1,2012,,978-981-4384-95-7,,MAR-D-CIR-000205,,Circulation,On-Shelf
216,2015-12194,Carlos W. Moore,Managing Small Business,,2nd,Hiyas Press Inc.,"Manila,Philippines",732,25 cm,Business,"J. William Petty ,Leslie E. Palich, Justin Longenecker",CIR HD 627 M36 2012 c.2,2012,,978-981-4384-95-7,,MAR-D-CIR-000206,,Circulation,On-Shelf
,2015-12203,Carlos W. Moore,Managing Small Business,,2nd,Hiyas Press Inc.,"Manila,Philippines",732,26 cm,Business,"J. William Petty ,Leslie E. Palich, Justin Longenecker",CIR HD 627 M36 2012 c.2,2012,,978-981-4384-95-8,,MAR-D-CIR-000207,,Circulation,On-Shelf
217,2015-12195,Carlos W. Moore,Managing Small Business,,2nd,Hiyas Press Inc.,"Manila,Philippines",732,25 cm,Business,"J. William Petty ,Leslie E. Palich, Justin Longenecker",CIR HD 627 M36 2012 c.3,2012,,978-981-4384-95-7,,MAR-D-CIR-000208,,Circulation,On-Shelf
,2015-12205,Carlos W. Moore,Managing Small Business,,2nd,Hiyas Press Inc.,"Manila,Philippines",732,25 cm,Business,"J. William Petty ,Leslie E. Palich, Justin Longenecker",CIR HD 627 M36 2012 c.3,2012,,978-981-4384-95-7,,MAR-D-CIR-000209,,Circulation,On-Shelf
218,2015-12196,Carlos W. Moore,Managing Small Business,,2nd,Hiyas Press Inc.,"Manila,Philippines",732,25 cm,Business,"J. William Petty ,Leslie E. Palich, Justin Longenecker",CIR HD 627 M36 2012 c.4,2012,,978-981-4384-95-7,,MAR-D-CIR-000210,,Circulation,On-Shelf
521,2015-12206,Carlos W. Moore,Managing Small Business,,,Cengage Learning Asia Pte Ltd,"Manila, Philippines",732,26 cm,Small Business,"J. William Petty, Leslie E. Palich, Justin G. Longenecker",CIR HD 627 M36 2012 c.4,2012,"Black and White Text and Illustration, Softbound, Includes Endnotes and Index",13-978-981-4384-95-7,,MAR-D-CIR-000211,,CIRCULATION,ON-SHELF
219,2015-12197,Carlos W. Moore,Managing Small Business,,2nd,Hiyas Press Inc.,"Manila,Philippines",732,25 cm,Business,"J. William Petty ,Leslie E. Palich, Justin Longenecker",CIR HD 627 M36 2012 c.5,2012,,978-981-4384-95-7,,MAR-D-CIR-000212,,Circulation,On-Shelf
220,2015-12198,Carlos W. Moore,Managing Small Business,,2nd,Hiyas Press Inc.,"Manila,Philippines",732,25 cm,Business,"J. William Petty ,Leslie E. Palich, Justin Longenecker",CIR HD 627 M36 2012 c.6,2012,,978-981-4384-95-7,,MAR-D-CIR-000213,,Circulation,On-Shelf
221,2015-12199,Carlos W. Moore,Managing Small Business,,2nd,Hiyas Press Inc.,"Manila,Philippines",732,25 cm,Business,"J. William Petty ,Leslie E. Palich, Justin Longenecker",CIR HD 627 M36 2012 c.7,2012,,978-981-4384-95-7,,MAR-D-CIR-000214,,Circulation,On-Shelf
222,2015-12200,Carlos W. Moore,Managing Small Business,,2th,Hiyas Press Inc.,Hiyas Press Inc.,732,25 cm,Business,"J. William Petty ,Leslie E. Palich, Justin Longenecker",CIR HD 627 M36 2012 c.8,2012,,978-981-4384-95-7,,MAR-D-CIR-000215,,Circulation,On-Shelf
222,2015-12201,Carlos W. Moore,Managing Small Business,,2th,Hiyas Press Inc.,Hiyas Press Inc.,732,25 cm,Business,"J. William Petty ,Leslie E. Palich, Justin Longenecker",CIR HD 627 M36 2012 c.9,2012,,978-981-4384-95-7,,MAR-D-CIR-000216,,Circulation,On-Shelf
524,2015-12202,Carlos W. Moore,Managing Small Business,,,Cengage Learning Asia Pte Ltd,"Manila, Philippines",732,26 cm,Small Business,"J. William Petty, Leslie E. Palich, Justin G. Longenecker",MAR HD 62.7 M36 2012 c.10,2012,"Black and White Text and Illustration, Softbound, Includes Endnotes and Index",978-981-4384-95-8,,MAR-D-CIR-000217,,CIRCULATION,ON-SHELF
,2015-12204,Carlos W. Moore,Managing Small Business,,,Cengage Learning Asia Pte Ltd,"Manila, Philippines",732,26 cm,Small Business,"J. William Petty, Leslie E. Palich, Justin G. Longenecker",CIR HD 627 M36 2012 c.12,2012,"Black and White Text and Illustration, Softbound, Includes Endnotes and Index",978-981-4384-95-9,,MAR-D-CIR-000218,,CIRCULATION,ON-SHELF
495,,Homer C. Davey,Financing Real Estate in California,,,Canfield Press,United States of America,250,29 cm,Real Estate Business-Finance,Albert Sharum,CIR HD 1375 D38 1976,1976,"Black and White Text and Illustration, Hardbound, Includes Glosarry and Index",0-06-453607-6,,MAR-D-CIR-000219,,CIRCULATION,ON-SHELF
257,,George H. Miller,California Real Estate Appraisal,Residential Properties,2nd,Prentice Hall Inc.,United States of America,246,28 cm,California,"H.Glenn Mercer, Kenneth W. Gibeau",CIR HD 1387 M545 1977,1977,,0-13-112599-0,,MAR-D-CIR-000220,,Circulation,On-Shelf
243,,Fred E. Case,Real Estate Economics: A Systematic Introduction,,,,United States of America,290,28 cm,Real Estate,,CIR HD 1391 C37 1974,1974,,,,MAR-D-CIR-000221,,Circulation,On-Shelf
,93-1529,Luther Tweeten,Agricultural Policy Tools For Economic Development,,,Westview Press,London,402,25cm,,,HD 1417 A449 1989,1989,,0-8133-7746-3,1,MAR-D-CIR-000222,,CIRCULATION,ON-SHELF
230,2015-12331,Michael Melvin,Principles of Economics,,,Cengage Learning Asia Pte Ltd,"Manila,Philippines",817,25 cm,Economics,William Boyes,CIR HD 1715 M45 2013 c.1,2013,,978-981-4441-13-1,,MAR-D-CIR-000223,,Circulation,On-Shelf
470,,Peter F. Drucker,Innovation and Entrepreneurship,Practice and Principles,,Canada by Fitzhenry & Whiteside Limited,United States of America,227,22 cm,Smsll Business & New Business Enterprise-US,,CIR HD 2346 D78 1985,1985,"Black and White Text and Illustration, Softbound, Includes Index",971-08-2487-2,,MAR-D-CIR-000224,,CIRCULATION,ON-SHELF
57,2015-12366-010,John A. Daniels,International Business,Environments and Opeartions,11th,Pearson Education Inc.,United States of America,778,25 cm,International Business,Lee H. Radebaugh & Daniel Sullivan,CIR HD 2755.5 D36 2007,2007,,978-981-0698-60-7,,MAR-D-CIR-000225,,CIRCULATION,ON-SHELF
736,2015-12366-010,John A. Daniels,International Business,Environments and Opeartions,11th,Pearson Education Inc.,United States of America,778,25 cm,International Business,Lee H. Radebaugh & Daniel Sullivan,MAR HD 2755.5 D36 2007 c.2,2007,,978-981-0698-60-7,1,MAR-D-CIR-000226,,Circulation,On-Shelf
302,54,G.D. Eppen,Introductory Management Science,,2nd,Prentice Hall Press,United States of America,816,24 cm,Management Science,"F.J. Gould, C.P. Schmidt",CIR HD 3025 E656 1987,1987,,0-13-501966-04,,MAR-D-CIR-000227,,CIRCULATION,ON-SHELF
251,75,Gregory G. Dess,Strategic Management,Text and Cases,4th,Mc Graw Hill International Press,United States of America,393,25 cm,Management,"G.T. Lumpkin, Alan B. Eisner",CIR HD 3028 D4743 2008,2008,,978-0-07-340498-5,,MAR-D-CIR-000228,,Circulation,On-Shelf
264,676,John A. Piarce II,Strategic Management,"Formulation, Implementation, and Control",7th,Mc Graw Hill International Press,United States of America,468,25 cm,Management,Richard B. Robinson JR.,CIR HD 3028 P3395 2000,2000,,0-07-229075-7,,MAR-D-CIR-000229,,CIRCULATION,ON-SHELF
78,74,Thomas L. Wheelen,Strategic Management and Business Policy,Entering 21st Century Global Society,6th,Addison-Wesley Longman,United States of America,344,25 cm,Strategic Management,J. David Hunger,CIR HD 3028 W43 1998,1998,,0-201-84657-8,,MAR-D-CIR-000230,,CIRCULATION,ON-SHELF
309,45,Daniel R. Tobin,Transformational Learning,Renewing Your Company Through Knowledge and Skills,,John Wiley & Sons Inc.,United States of America,283,23 cm,Transformational Learning,,CIR HD 5882 T63 1996,1996,,0-471-13289-6,,MAR-D-CIR-000231,Asia Foundation,CIRCULATION,ON-SHELF
278,2014-23051-01-1,James R. Evans,Total Quality Management,,,Cengage Learning,"Manila,Philippines",480,23 cm,TQM,William M. Lindsay,CIR HD 6215 E8 2013,2013,,981-4441-00-7,,MAR-D-CIR-000232,,CIRCULATION,ON-SHELF
81,27,Gerald Keller,Statistics for Management and Economics,,5th,Duxbury Thomson Learning,United States of America,901,26 cm,Statistics,Brian Warrack,CIR HD 30215 K45 1999,1999,,0-534-36830-1,,MAR-D-CIR-000233,,CIRCULATION,ON-SHELF
286,,Harry Beckwith,Selling the Invisible,A Field Guide of Modern Marketing,1st,Business Plus Press,United States of America,252,20 cm,Selling,,CIR HD 99805 B425 1997,1997,,978-0-446-52094-2,,MAR-D-CIR-000234,,Circulation,On-Shelf
,,John Freeman,The Tyranny of E-mail,The Four Thousand-Year Journey to Your Inbox,,Scribner,"1230 Avenues of the Americas, New York",243,23,,,MAR HE 7551 F74 2009,2009,,978-1-4165-7673-0,,MAR-D-CIR-000235,,CIRCULATION,ON-SHELF
611,,Laurence Jarvik,PBS Behind the Screen,,,Prima Publishing,United States of America,336,25cm,Public Broadcasting Service,,MAR CIR HE8700 .79 U6J38 1996,1996,,0-7615-0668-3,,MAR-D-CIR-000236,Donated by Shelby and Angie Payne,Circulation,On-Shelf
141,,Mike Snyder,Working with Microsoft Dynamics CRM 2011,,,Microsoft Press,United States of America,587,23 cm,Microsoft,"Jim Steger, Kristie Reid",CIR HE 54155 S69 2011,2011,,978-0-7356-4812-8,,MAR-D-CIR-000237,,CIRCULATION,On-Shelf
,,Zeus Vernon B. Millan,Conceptual Framework & Accounting Standards,Based on Philippine Financial Reporting Standards (PFRSs),2022 edition,Bandolin Enterprise,"#21 Paramount Vill., Sto. Tomas, Baguio City",706,23cm,Accounting Standards,,MAR BSA HF M55 2022,2022,,978-621-8029-13-2,,MAR-D-CIR-000238,,CIRCULATION,ON-SHELF
235,1149,David A. DeCenzo,Fundamentals of Human Resource Management,,8th,John Wiley and Sons Inc,United States of America,425,26 cm,Human Resource,Stephen P. Robbins,CIR HF 554a D43 2005 c.1,2005,,0-471-66079-5,,MAR-D-CIR-000239,,Circulation,On-Shelf
276,1150,David A. DeCenzo,Fundamentals of Human Resource Management,,8th,John Wiley & Sons Inc.,United States of America,425,26 cm,Human Resource,Stephen P. Robbins,CIR HF 554a D43 2005 c.3,2005,,0-471-66079-5,,MAR-D-CIR-000240,,CIRCULATION,ON-SHELF
490,,Alvin A. Arens,Auditing,An Integrated Approach,7th,Prentice Hall Inc,United States of America,823,28 cm,Auditing,James K. Loebbecke,CIR HF 981 A74 1997,1997,"Black and White Text and Illustartion, Softbound, Includes Index",981-4009-95-4,,MAR-D-CIR-000241,,CIRCULATION,ON-SHELF
426,1131,Mark L. Berenson,Basic Business Statistics,Concepts and Applications,8th,"Pearson Education, Inc.",United States of America,851,23 cm,Business Statistics,"David M. Levine, Timothy C. Krehbiel",HF 1017 B47 2002 c.1,2002,,981-244-501-3,,MAR-D-CIR-000242,,CIRCULATION,ON-SHELF
425,1132,Mark L. Berenson,Basic Business Statistics,Concepts and Applications,8th,"Pearson Education, Inc.",United States of America,851,23 cm,Business Statistics,"David M. Levine, Timothy C. Krehbiel",HF 1017 B47 2002 c.2,2002,,981-244-501-3,,MAR-D-CIR-000243,,CIRCULATION,ON-SHELF
441,1133,Mark L. Berenson,Basic Business Statistics,Concepts and Applications,8th,"Pearson Education, Inc.",United States of America,851,23 cm,Business Statistics,"David M. Levine, Timothy C. Krehbiel",CIR HF 1017 B47 2002 c.3,2002,,981-244-501-3,,MAR-D-CIR-000244,,CIRCULATION,ON-SHELF
427,1130,Mark L. Berenson,Basic Business Statistics,Concepts and Applications,8th,"Pearson Education, Inc.",United States of America,851,23 cm,Business Statistics,"David M. Levine, Timothy C. Krehbiel",HF 1017 B47 2002 c.4,2002,,981-244-501-3,,MAR-D-CIR-000245,,CIRCULATION,ON-SHELF
,2015-12980,David M. Levine,Statistics,A Handbook for Managers,1st,Prentice-Hall Inc.,United States of America,886,27 cm,Statistics,"David Stephan, Timothy C. Krehbiel, Mark L. Berenson",CIR HF 1017 S73 2005 c.2,2005,,981-247-182-0,,MAR-D-CIR-000246,,Circulation,On-Shelf
247,2015-12981,David M. Levine,Statistics,A Handbook for Managers,1st,Prentice-Hall Inc.,United States of America,886,27 cm,Statistics,"David Stephan, Timothy C. Krehbiel, Mark L. Berenson",CIR HF 1017 S73 2005 c.3,2005,,981-247-182-0,,MAR-D-CIR-000247,,Circulation,On-Shelf
248,2015-12982,David M. Levine,Statistics,A Handbook for Managers,1st,Prentice-Hall Inc.,United States of America,886,27 cm,Statistics,"David Stephan , Timothy C. Krehbiel, Mark L. Berenson",CIR HF 1017 S73 2005 c.4,2005,,981-247-182-0,,MAR-D-CIR-000248,,Circulation,On-Shelf
,2015-12983,David M. Levine,Statistics,A Handbook for Managers,1st,Prentice-Hall Inc.,United States of America,886,27 cm,Statistics,"David Stephan , Timothy C. Krehbiel, Mark L. Berenson",CIR HF 1017 S73 2005 c.5,2005,,981-247-182-0,,MAR-D-CIR-000249,,Circulation,On-Shelf
340,,GE Digital Energy,Protection and Control,Reference Guide,,GE Digital Energy,United States of America,708,27 cm,Protection and Control,,CIR HF 1290 P76 2015,2015,,,,MAR-D-CIR-000250,,CIRCULATION,ON-SHELF
,3,Robert J. Carbaugh,International Economics,,13th,South-Western Cengage Learning,United States of America,556,27cm,International Economics,,MAR HF 1359 R63 2008,2008,,1-4390-3894-5,,MAR-D-CIR-000251,,CIRCULATION,ON-SHELF
325,2015-24270-01-1,International Institute of Management & Techonology Studies,International Marketing,,,A Genius Group Global Initiative,United Arab Emirates,173,26 cm,International Marketing,,CIR HF 1416 I56 2013,2013,,978-93-82669-41-8,,MAR-D-CIR-000252,,CIRCULATION,ON-SHELF
496,1307,Warren J. Keegan,Global Marketing,,3rd,Pearson Education South Asia PTE ltd.,United States of America,666,26 cm,,Mark C. Green,CIR HF 1416 K44 2005 c.1,2004,"Black and White Text and Illustration, Softbound",,,MAR-D-CIR-000253,,CIRCULATION,ON-SHELF
492,1306,Warren J. Keegan,Global Marketing,,3rd,Pearson Education South Asia PTE ltd.,United States of America,666,26 cm,,Mark C. Green,CIR HF 1416 K44 2005 c.2,2004,"Black and White Text and Illustration, Softbound",,,MAR-D-CIR-000254,,CIRCULATION,ON-SHELF
465,1305,Warren J. Keegan,Global Marketing,,3rd,Pearson Education South Asia PTE ltd.,United States of America,666,26 cm,,Mark C. Green,CIR F 1416 K44 2005 c.3,2004,"Black and White Text and Illustration, Softbound",,3,MAR-D-CIR-000255,,CIRCULATION,ON-SHELF
462,10,Robert L. Rothstein,Global Bargaining,UNCTAD and the Quest for a New International Economic Order,,"Princeton University Press, Princeton, New Jersey",United States of America,286,23 cm,Global Bargaining,,CIR HF 1428 R68 1979,1979,"Black and White Text and Illustration, Hardbound, Include Index, Softbound",02186-4,,MAR-D-CIR-000256,,CIRCULATION,ON-SHELF
,,Wilma Davidson,Most Likely to Succeed at Work,How to Get Ahead at Work Using Everything You Learned in High School,,St. Martin's Griffin,New York,207,22cm,1. Office Politics 2. Interpersonal Relations,Jack Dougherty,MAR HF 5383 W55 2003,2003,,0-312-31709-3,,MAR-D-CIR-000257,,,
,91123,ALejandro R. Gorospe,Philippine Business Ethics,,2nd,"GIC Enterprise & Co., Inc.",Resto Avenue Manila,216,22cm,Philippine Business Ethics,Jose Ma. Quintos,HF 5387 G672 1990,1990,,,,MAR-D-CIR-000258,,CIRCULATION,ON-SHELF
129,2014 22936-01-1,Laura P. Hartman,Business Ethics,Decision-Making for Personal Integrity and Social Responsibility,4th,McGraw Hill International,United States of America,492,23 cm,Business Ethics,Joe Desjardins,CIR HF 5387 H3749 2008,2008,,0-073-13686-7,,MAR-D-CIR-000259,,CIRCULATION,ON-SHELF
213,43,William H. Shaw,Moral Issues in Business,,11th,"Wadsworth,Cengage Learning",United States of America,686,25 cm,Business,Vincant Barry,CIR HF 5387 S39 2010,2010,,978-0-495-60469-3,,MAR-D-CIR-000260,,Circulation,On-Shelf
507,,Eric N. Berkowitz,Marketing,,,Mosby Cllege Publishing,United States of America,747,26 cm,Marketing,"Roger A. Kerin, William Rudelius",CIR HF 5415 B47 1986,1986,"Colored Text and Illustration, Hardbound, Includes Credits",0-8016-0602-0,,MAR-D-CIR-000261,Asia Foundation,CIRCULATION,ON-SHELF
,398,Eric N. Berkowitz,Marketing,,3rd,Mosby Cllege Publishing,United States of America,747,26 cm,Marketing,"Roger A. Kerin, William Rudelius, Steven W. Hartley",CIR HF 5415 B47 1992,1992,,0-256-09182-X,,MAR-D-CIR-000262,Asia Foundation,CIRCULATION,ON-SHELF
263,,Steve Cone,Steal these Ideas,Marketing Secrets that Will Make You a Star,,Bloomberg Press,United States of America,189,21 cm,Steal these Ideas,,CIR HF 5415 C54738 2005,2005,,1-57660-191-9,,MAR-D-CIR-000263,,CIRCULATION,ON-SHELF
464,,Josiah Go,The we Entrepreneur,Understanding the Five Tasks and the Five Treasures of Every Entrepreneur,,Carolina Escareal Go,United States of America,137,23 cm,Business,,CIR HF 5415 J67 2010,2010,"Includes Profile Authors, Include, Black and White Text and Illustration, Hardbound",978-971-94802-0-4,1,MAR-D-CIR-000264,,CIRCULATION,ON-SHELF
418,,Philip Kotler,Principles of Marketing,An Asian Perspective,,"Pearson Education, Inc.",United States of America,750,27 cm,Principles of Marketing,"Gary Armstrong, Swee Hoon Ang, Chin Tiong Tan, Oliver Hon-Ming Yau, Siew Meng Leong",HF 5415 K68 2017 c.1,2017,,1-292-08966-0,,MAR-D-CIR-000265,,CIRCULATION,ON-SHELF
419,,Philip Kotler,Principles of Marketing,An Asian Perspective,,"Pearson Education, Inc.",United States of America,750,27 cm,Principles of Marketing,"Gary Armstrong, Swee Hoon Ang, Chin Tiong Tan, Oliver Hon-Ming Yau, Siew Meng Leong",HF 5415 K68 2017 c.2,2017,,1-292-08966-0,,MAR-D-CIR-000266,,CIRCULATION,ON-SHELF
420,,Philip Kotler,Principles of Marketing,An Asian Perspective,,"Pearson Education, Inc.",United States of America,750,27 cm,Principles of Marketing,"Gary Armstrong, Swee Hoon Ang, Chin Tiong Tan, Oliver Hon-Ming Yau, Siew Meng Leong",HF 5415 K68 2017 c.3,2017,,1-292-08966-0,,MAR-D-CIR-000267,,CIRCULATION,ON-SHELF
292,,Philip Kotler,Principles of Marketing,An Asian Perspective,,Pearson Education (Asia) Pte.Ltd,United States of America,750,27 cm,Marketing,"Gary Armstrong, Swee Hoon AngChin Tiong Tan, Oliver Hon-Ming Yau",CIR HF 5415 P55 2017 (HF 5415 k68 2017 c.4),2017,WRONG CALL NUMBER,1-292-08966-0,,MAR-D-CIR-000268,,CIRCULATION,ON-SHELF
489,78,Philip Kotler,Principles of Marketing,,8th,Prentice Hall Inc,United States of America,635,28 cm,Marketing,Gary Armstrong,CIR HF 5415 K636 1998,1998,"Colored Text and Illustration, Hardbound, Includes Liscence Agreement, Includes Appendix, Include CD",0-13-957002-0,,MAR-D-CIR-000269,,CIRCULATION,ON-SHELF
11,16,Roger A. Kerin,Marketing,,7th,"McGraw-Hill Companies, Inc.",New York,741,28 cm,Marketing,"Eric N. Berkowitz, Steven W. Hartley, William Rudelius",CIR HF 5415 M29474 2002,2002,,0-07-121725-8,,MAR-D-CIR-000270,,CIRCULATION,ON-SHELF
488,,Charles D. Schewe,The Portable MBA in Marketing,,,John Wiley & Sons Inc,United States of America,497,25 cm,Marketing,Alexander Hiam,CIR HF 5415 S34 1998,1998,"Black and White Text and Illustration, Hardbound, Includes Notes, Glossary, Preferences, and Index",0-471-19367-4,,MAR-D-CIR-000271,,CIRCULATION,ON-SHELF
,,Josiah Go,Build Grow and Sustain Your Network Marketing Distributor Business,"Learn Frameworks , Systems, and the Discipline of Direct Selling",,Design Plus,"Quezon City, Philippines",274,23cm,Network Marketing,,MAR HF 5415.126 G65 2000,2000,,971-91 860-2-X,,MAR-D-CIR-000272,,CIRCULATION,ON-SHELF
,4,Richard L. Oliver,Satisfaction,A Behavioral Perspective on the Consumer,,"McGraw-Hill Companies, Inc.",United States of America,432,25cm,1. Consumer Satisfaction 2. Consumer Satisfaction-Evaluation,,HF 5415. 335.055 1996,1996,,0-07-048025-7,,MAR-D-CIR-000273,,CIRCULATION,ON-SHELF
45,,Michael Levy,Retailing Management,,3rd,Irwin McGraw Hill,United States of America,627,26 cm,Retailing Management,Barton A. Weitz,CIR HF 5429 L4828 1998,1998,,0-256-22346-7,,MAR-D-CIR-000274,Gil Cuajunco,CIRCULATION,ON-SHELF
260,,Tom Hopkins,Selling for Dummies,,2nd,John Wiley & Sons Inc.,United States of America,362,24 cm,Selling,,CIR HF 5438 H67 2001,2001,,0-7645-5363-1,,MAR-D-CIR-000275,,Circulation,On-Shelf
268,,Lancom Technologies,Netware Supervisor Courseware for V3.1X,All the Netware Basics and Much More,,Lancom Technologies,United States of America,109,28 cm,Netware,,CIR HF 5468 L36 1995,1995,,1-896814-06-9,,MAR-D-CIR-000276,,CIRCULATION,ON-SHELF
,399,"Estelle L. Popham, Ph. D.",Secretarial Procedures and Administration,,8th,South-Western Publishing Co.,"Cincinnati, Ohio",774,25cm,Secretarial Procedures and Administration,"Rita Sloan Tilton, Ph.D. ; J. Howard JAckson, Ph. D. CPS; J. Marshall Hanna, Ed.D.",MAR HF 5547.5 P67 1983,1983,,0-538-11780-X,,MAR-D-CIR-000277,,CIRCULATION,ON-SHELF
231,,by Jinjer Simon,Excel Programming,,2nd,Wiley Publishing Inc,United States of America,340,23 cm,,,CIR HF 5548 S56 2005,2005,,978-0-7645-9781-7,,MAR-D-CIR-000278,,Circulation,On-Shelf
,D-93-888C7,Martin S. Matthews,Excel Programming,Made Easy IBM PC Version,,Osborne McGraw-Hill,"Berkerley, California, USA",740,24cm,Excel,,CIR HF 5548.4 M441 1990,1990,,0-07-881677-7,2,MAR-D-CIR-000279,,CIrculation,On-Shelf
,D-93-116C4,Martin S. Matthews,Excel Programming,Made Easy IBM PC Version,,Osborne McGraw-Hill,"Berkerley, California, USA",740,24cm,Excel,,CIR HF 5548.4 M441 1990,1990,,0-07-881677-7,2,MAR-D-CIR-000280,,CIrculation,On-Shelf
,73,Barry Reece,Effective Human Relations,Personal and Organizational Applications,8th,Houghton Mifflin Company,USA,341,26cm,Human Relations,Rhonda Brandt,MAR HF 5548.8 R44 2002,2002,,0-618-23948-0,1,MAR-D-CIR-000281,,CIrculation,On-Shelf
240,,Perfecto S. Sison,Personnel and Human Resources Management,,6th,Rex Printing Company Inc,"Manila,Philippines",587,25 cm,Human Resource,,CIR HF 5549 S57 1981,1981,,971-23-1002-7,,MAR-D-CIR-000282,,Circulation,On-Shelf
326,2015-24271-01-1,International Institute of Management & Techonology Studies,Working Capital Management,,,A Genius Group Global Initiative,United Arab Emirates,216,26 cm,Working Capital Management,,CIR HF 5550 W67 2013,2013,,978-93-82669-91-3,,MAR-D-CIR-000283,,CIRCULATION,ON-SHELF
241,718,Thomas R. Dyckman,Intermediate Accounting,,5th,Mc Graw Hill Inc,United States of America,1321,28 cm,Accounting,"Charles J. Davis ,Roland E. Dukes",CIR HF 5635 093 2001,2001,,0-07-241066-3,,MAR-D-CIR-000284,,Circulation,On-Shelf
493,5,Rick Antle,Financial Accounting,,2nd,Thomson Learning Inc.,United States of America,332,28 cm,Accounting,Stanley J. Garstka,CIR HF 5635 A58 2004,2004,"Colored Text and Illustration, Includes",0-324-27044-5,,MAR-D-CIR-000285,,CIRCULATION,ON-SHELF
4,1101,Floyd A. Beams,Advanced Accounting,,8th,Pearson Education South (Asia) Pte Ltd.,Singapore,744,26 cm,Accounting,"Joseph H. Anthony, Robin P. Clement, Suzanne H. Lowensohn",CIR HF 5635 B43 2002,2004,,981-247-164-2,,MAR-D-CIR-000286,,CIRCULATION,ON-SHELF
82,,Clyde P. Stickney,Financial Accounting,"An Introduction to Concepts, Methods, and Uses",10th,ThomsonLearning,United States of America,952,25 cm,Financial Accounting,Roman L. Weil,CIR HF 5635 D228 2002,2002,,0-324-18351-8,,MAR-D-CIR-000287,,CIRCULATION,ON-SHELF
290,,Robert K. Eskew,Financial Accounting,,5th,Mc Graw Hill International Press,United States of America,896,28 cm,Financial Accounting,Daniel L. Jensen,CIR HF 5635 E85 1996,1996,,0-07-021355-0,,MAR-D-CIR-000288,Asia Foundation,CIRCULATION,ON-SHELF
,,George Mayson University,Survey of Accounting ACCT 2023,ACCT 203,5th,Pearson Custom Publishing,United States of America,,28 cm,Accounting,,MAR HF 5635 H37 2004,2002,,0-536-74353-3,1,MAR-D-CIR-000289,,CIRCULATION,on-SHELF
206,,"Walter T. Harrison, Jr.",Financial Accounting,,4th,Prentice Hall Inc.,United States of America,706,27 cm,Accounting,Charles T. Horngren,CIR HF 5635 H333 2000,2000,,0-13-018199-4,,MAR-D-CIR-000290,Ghil R. Guajunco,Circulation,On-Shelf
300,4,Robert W. Ingram,Financial Accounting Information for Decisions,,2nd,South Western College Publishing,United States of America,684,26 cm,Financial Accounting,,CIR HF 5635 I484 1995,1995,,0-538-85134-1,,MAR-D-CIR-000291,,CIRCULATION,ON-SHELF
